date,site,exposure,group_name,data_collectors,transect_number,transect_number_2024,tidal_height,quadrat_size,photos,Cover_deadbarnacle,Abietinaria_spp,Anthopleura_elegantissima,Anthopleura_xanthogrammica,Balanus_crenatus,Balanus_glandula,C_finmarkiensis,Chthamalus_dalli,Dead_mussel,Dendrobeania_lichenoides,Encrusting_colonial_ascidians,Halichondria_spp,Haliclona_spp,Hymenamphiastra_cyanocrypta,Membranipora_membranacea,Mitella_polymerus,Mytilus_edulis,Mytilus_californianus,Ophilitaspongia_pennata,Pycnoclavella_stanleyi,Schizoporella_uncornis,Semibalanus_cariosus,Sertularella_spp
2001-08-01,Wizard,exposed,not available,not available,7,NA,1,0.0625,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,7,NA,1.5,0.0625,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0.5,0
2001-08-01,Wizard,exposed,not available,not available,7,NA,2,0.0625,,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0.5,0
2001-08-01,Wizard,exposed,not available,not available,7,NA,2.5,0.0625,,0,0,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,2,0
2001-08-01,Wizard,exposed,not available,not available,7,NA,3,0.0625,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,20,3,0,0,0,20,0
2001-08-01,Wizard,exposed,not available,not available,7,NA,3.5,0.0625,,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,8,NA,0.5,0.0625,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2001-08-01,Wizard,exposed,not available,not available,8,NA,1,0.0625,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
2001-08-01,Wizard,exposed,not available,not available,8,NA,1.5,0.0625,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,8,NA,2,0.0625,,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,0
2001-08-01,Wizard,exposed,not available,not available,8,NA,2.5,0.0625,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,5,0
2001-08-01,Wizard,exposed,not available,not available,8,NA,3,0.0625,,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,8,NA,3.5,0.0625,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,9,NA,0.5,0.0625,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
2001-08-01,Wizard,exposed,not available,not available,9,NA,1,0.0625,,1,1,0,0,2,0,1,0,1,1,1,0,0,1,0,0,15,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,9,NA,1.5,0.0625,,1,1,1,0,2,0,1,0,1,1,1,0,0,1,0,0,45,0,0,0,0,1,0
2001-08-01,Wizard,exposed,not available,not available,9,NA,2,0.0625,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,3,0
2001-08-01,Wizard,exposed,not available,not available,9,NA,2.5,0.0625,,1,1,1,0,0,10,1,0,1,1,1,0,0,1,0,0,45,0,0,0,0,6,0
2001-08-01,Wizard,exposed,not available,not available,9,NA,3,0.0625,,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,9,NA,3.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2001-08-01,Wizard,exposed,not available,not available,10,NA,0.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,10,NA,1,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,10,NA,1.5,0.0625,,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,62,0,0,0,0,1,1
2001-08-01,Wizard,exposed,not available,not available,10,NA,2,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,10,NA,2.5,0.0625,,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0
2001-08-01,Wizard,exposed,not available,not available,10,NA,3,0.0625,,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,10,NA,3.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,11,NA,0.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,11,NA,1,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0
2001-08-01,Wizard,exposed,not available,not available,11,NA,1.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,1,0
2001-08-01,Wizard,exposed,not available,not available,11,NA,2,0.0625,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,11,NA,2.5,0.0625,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,10,0
2001-08-01,Wizard,exposed,not available,not available,11,NA,3,0.0625,,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,11,NA,3.5,0.0625,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,12,NA,0.5,0.0625,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2001-08-01,Wizard,exposed,not available,not available,12,NA,1,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,12,NA,1.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,1,0,0,1,0
2001-08-01,Wizard,exposed,not available,not available,12,NA,2,0.0625,,0,0,1,3,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,12,NA,2.5,0.0625,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,20,3,0,0,0,5,0
2001-08-01,Wizard,exposed,not available,not available,12,NA,3,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0
2001-08-01,Wizard,exposed,not available,not available,12,NA,3.5,0.0625,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,13,NA,0.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,13,NA,1,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,13,NA,1.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,13,NA,2,0.0625,,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,9,0
2001-08-01,Wizard,exposed,not available,not available,13,NA,2.5,0.0625,,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,36,0,0,0,0,5,0
2001-08-01,Wizard,exposed,not available,not available,13,NA,3,0.0625,,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,20,0
2001-08-01,Wizard,exposed,not available,not available,13,NA,3.5,0.0625,,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,14,NA,0.5,0.0625,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63,0,1,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,14,NA,1,0.0625,,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,21,13,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,14,NA,1.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,21,0
2001-08-01,Wizard,exposed,not available,not available,14,NA,2,0.0625,,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.5,72,0,0,0,0,0.5,0
2001-08-01,Wizard,exposed,not available,not available,14,NA,2.5,0.0625,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,95,0,0,0,0,1,0
2001-08-01,Wizard,exposed,not available,not available,14,NA,3,0.0625,,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,7,0
2001-08-01,Wizard,exposed,not available,not available,14,NA,3.5,0.0625,,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,15,NA,0.5,0.0625,,0,0,0,0,0,21,0,0,0,0,0,5,0,0,0,0,48,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,15,NA,1,0.0625,,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,100,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,15,NA,1.5,0.0625,,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,10,0
2001-08-01,Wizard,exposed,not available,not available,15,NA,2,0.0625,,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,8,0
2001-08-01,Wizard,exposed,not available,not available,15,NA,2.5,0.0625,,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0
2001-08-01,Wizard,exposed,not available,not available,15,NA,3,0.0625,,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,exposed,not available,not available,15,NA,3.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,1,NA,0.5,0.0625,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,1,NA,1,0.0625,,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,1,NA,1.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,1,NA,2,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,1,NA,2.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,42,0
2001-08-01,Wizard,sheltered,not available,not available,1,NA,3,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0
2001-08-01,Wizard,sheltered,not available,not available,1,NA,3.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,2,NA,0.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,2,NA,1,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,2,NA,1.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,2,NA,2,0.0625,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,2,NA,2.5,0.0625,,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,2,NA,3,0.0625,,0,0,0,0,0,29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,2,NA,3.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,3,NA,0.5,0.0625,,0,0,0,0,26,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,3,NA,1,0.0625,,0,0,0,0,1,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,3,NA,1.5,0.0625,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,3,NA,2,0.0625,,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,3,NA,2.5,0.0625,,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,3,NA,3,0.0625,,0,0,0,0,0,44,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,3,NA,3.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,4,NA,0.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,4,NA,1,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,4,NA,1.5,0.0625,,0,0,2,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,4,NA,2,0.0625,,1,1,0,0,0,17,1,0,1,1,1,0,0,1,0,0,75,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,4,NA,2.5,0.0625,,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,4,NA,3,0.0625,,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,4,NA,3.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,5,NA,0.5,0.0625,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,5,NA,1,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,5,NA,1.5,0.0625,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,5,NA,2,0.0625,,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,5,NA,2.5,0.0625,,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,5,NA,3,0.0625,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,5,NA,3.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,6,NA,0.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,6,NA,1,0.0625,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,6,NA,1.5,0.0625,,0,0,2,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,6,NA,2,0.0625,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,12,0
2001-08-01,Wizard,sheltered,not available,not available,6,NA,2.5,0.0625,,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,6,NA,3,0.0625,,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,6,NA,3.5,0.0625,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,7,NA,0.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,7,NA,1,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
2001-08-01,Wizard,sheltered,not available,not available,7,NA,1.5,0.0625,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
2001-08-01,Wizard,sheltered,not available,not available,7,NA,2,0.0625,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,5,0
2001-08-01,Wizard,sheltered,not available,not available,7,NA,2.5,0.0625,,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,7,NA,3,0.0625,,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,7,NA,3.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001-08-01,Wizard,sheltered,not available,not available,8,NA,0.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,8,NA,1,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,8,NA,1.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,8,NA,2,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,8,NA,2.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,8,NA,3,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-08-01,Wizard,sheltered,not available,not available,8,NA,3.5,0.0625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
